Gene_names	 dn/ds
YBL095W	0.0480
YGL222C	0.1388
YKL203C	0.0154
YMR219W	0.4193
YMR087W	0.0491
YOL061W	0.0109
YMR283C	0.0860
YPR118W	0.1046
YIR017C	0.0316
YAL039C	0.0822
YHR064C	0.0491
YDR052C	0.0907
YJL145W	0.0332
YJL167W	0.0267
YNL237W	0.0664
YHR187W	0.0922
YBR048W	0.0448
YIR012W	0.0447
YBR165W	0.1034
YDR263C	0.1669
YLR435W	0.0664
YDR113C	0.1415
YGR202C	0.0241
YIL104C	0.0786
YPR149W	0.0094
YFR001W	0.0405
YNL166C	0.2177
YNL206C	0.0673
YLR201C	0.0637
YGL108C	0.0985
YNL218W	0.0507
YDL227C	0.0346
YNL231C	0.0622
YHR094C	0.0414
YJR055W	0.4186
YEL056W	0.0704
YJR044C	0.0518
YDR026C	0.0964
YJR148W	0.0874
YIR034C	0.0244
YNR052C	0.0277
YOL135C	0.0556
YMR040W	0.1744
YMR180C	0.2619
YPL151C	0.0989
YOR371C	0.0885
YLR027C	0.0343
YCL048W	0.0737
YMR154C	0.1583
YNL164C	0.0929
YER105C	0.1418
YOR021C	0.0357
YOL018C	0.0819
YLL033W	0.1685
YBR254C	0.0315
YPL042C	0.0416
YIR015W	0.1129
YGR243W	0.0265
YMR211W	0.1064
YDL161W	0.0539
YCR047C	0.0124
YKR046C	0.0351
YKL061W	0.0398
YDR349C	0.0886
YNL316C	0.1295
YAL058W	0.2000
YIL002C	0.0198
YGR102C	0.2847
YJL099W	0.1073
YBR261C	0.0338
YER013W	0.0829
YLR350W	0.0414
YOR352W	0.0771
YGL228W	0.1151
YBL057C	0.0839
YOR228C	0.1514
YMR083W	0.0085
YKR063C	0.1084
YLR073C	0.0934
YKL188C	0.0510
YJL133W	0.0234
YGR062C	0.0832
YIL145C	0.0832
YIL066C	0.0158
YKL134C	0.0801
YBR142W	0.0531
YHR159W	0.1543
YPL083C	0.1939
YKL112W	0.0676
YDL207W	0.0750
YDR432W	0.0480
YDR245W	0.0389
YPL066W	0.0850
YGL037C	0.0302
YER051W	0.2334
YFR049W	0.1094
YLR222C	0.0454
YIL142W	0.0037
YGL151W	0.0647
YNL139C	0.0976
YHR186C	0.0337
YER107C	0.0255
YPL033C	0.1550
YKL021C	0.0552
YGL190C	0.0108
YJL068C	0.1037
YFL017W-A	0.0526
YJL003W	0.0314
YPR180W	0.0766
YGL187C	0.0657
YOR103C	0.0741
YEL006W	0.0434
YGL169W	0.1319
YML067C	0.0443
YHL009C	0.1323
YGL005C	0.1280
YGR128C	0.0763
YML101C	0.2198
YOR032C	0.1147
YKR054C	0.1224
YLR418C	0.0853
YLR210W	0.1017
YNL278W	0.1359
YDL078C	0.0472
YJR124C	0.0528
YOR111W	0.0775
YDL014W	0.0118
YOL102C	0.0933
YML050W	0.1119
YDR277C	0.0195
YDR348C	0.1242
YAL013W	0.1635
YPL262W	0.0148
YDL017W	0.0196
YOR337W	0.0326
YFL037W	0.0029
YML075C	0.0288
YML019W	0.1135
YJR119C	0.1016
YMR146C	0.0036
YPL138C	0.0822
YOR271C	0.0064
YJR012C	0.4474
YOR198C	0.0184
YJL005W	0.0462
YER140W	0.1028
YKL114C	0.0388
YDR464W	0.1317
YDR482C	0.2539
YOR220W	0.0870
YBR154C	0.0130
YJR015W	0.0892
YDR477W	0.0231
YLR290C	0.1064
YLR221C	0.1679
YGL170C	0.1641
YPL087W	0.0328
YNL064C	0.0325
YDR103W	0.1611
YGL092W	0.1419
YIL092W	0.4307
YGL180W	0.0405
YNL098C	0.0922
YPL201C	0.1453
YMR233W	0.1095
YBR288C	0.0890
YOR377W	0.0871
YBR044C	0.9213
YJL109C	0.0567
YPL068C	0.1627
YGL213C	0.0693
YKL040C	0.0748
YJR048W	0.0095
YDR378C	0.0445
YKL213C	0.0637
YIL114C	0.0805
YNL243W	0.0269
YOL117W	0.1204
YGR106C	0.1497
YIL110W	0.0957
YGL175C	0.1736
YOL068C	0.0449
YMR287C	0.0815
YJR013W	0.1101
YKR030W	0.0359
YOR280C	0.0818
YHR036W	0.1571
YOR034C	0.1168
YFR032C	0.0545
YER037W	0.0472
YDR356W	0.0973
YEL003W	0.0311
YDR456W	0.0308
YDR226W	0.0245
YNL021W	0.0299
YMR042W	0.1064
YOR251C	0.1156
YGL101W	0.0617
YDR108W	0.0471
YIL094C	0.0202
YBR057C	0.0597
YLR005W	0.0249
YJL184W	0.0475
YCL040W	0.0126
YEL023C	0.0938
YMR005W	0.1030
YDL005C	0.1490
YPR009W	0.1965
YOR335C	0.0165
YGR220C	0.0379
YKR059W	0.0064
YJR040W	0.0416
YKL009W	0.0368
YDR497C	0.0319
YOL060C	0.0535
YNR034W	0.0157
YDL200C	0.1420
YCL037C	0.0939
YIR026C	0.0345
YCL047C	0.0708
YLR206W	0.1379
YKL192C	0.0497
YGR231C	0.0109
YBL086C	0.0555
YPL223C	0.0364
YPL023C	0.0367
YLR430W	0.0663
YPL222W	0.0874
YDR087C	0.0934
YKR018C	0.0285
YAL011W	0.0969
YBR043C	0.0647
YOR279C	0.0810
YIL078W	0.0167
YPR173C	0.0154
YMR247C	0.1586
YJR051W	0.0651
YER125W	0.0084
YJR121W	0.0030
YOR264W	0.1919
YGR133W	0.0848
YFL014W	0.0540
YDR267C	0.0337
YPR008W	0.0757
YKR042W	0.0247
YDR282C	0.2236
YPR145W	0.0144
YGL174W	0.1992
YPR178W	0.1155
YOR245C	0.0762
YGL208W	0.1281
YDL168W	0.0394
YMR078C	0.1006
YER156C	0.0596
YPL067C	0.1410
YLR024C	0.0817
YOL148C	0.0401
YBL011W	0.0615
YPL271W	0.0343
YBR123C	0.0631
YJR113C	0.0709
YMR184W	0.1253
YJR069C	0.0313
YGL012W	0.0343
YGL018C	0.0479
YDL043C	0.0933
YOR016C	0.0360
YLR386W	0.0213
YGL071W	0.0973
YBL103C	0.0942
YGL028C	0.1247
YGL099W	0.0385
YCL009C	0.0191
YMR031C	0.0902
YNL153C	0.0611
YAL010C	0.0876
YOR026W	0.0997
YPR168W	0.0223
YDR481C	0.0635
YOR004W	0.1078
YER016W	0.0694
YPR137W	0.0550
YOR023C	0.0850
YER035W	0.0853
YOL137W	0.0673
YLR051C	0.1051
YGR099W	0.1592
YPR031W	0.1248
YHR099W	0.0246
YJL074C	0.0456
YKR051W	0.0596
YOR311C	0.0790
YBR179C	0.0604
YOR125C	0.0429
YPL113C	0.1162
YJR074W	0.0897
YDR400W	0.0588
YPL175W	0.0369
YJL098W	0.1448
YDL164C	0.0457
YLR025W	0.0760
YBL064C	0.0100
YNL169C	0.0338
YIL039W	0.0705
YMR193W	0.0838
YKR084C	0.0957
YPR138C	0.0238
YEL040W	0.0999
YLR298C	0.1020
YKL195W	0.2003
YOR283W	0.0409
YHR085W	0.0612
YKL190W	0.0089
YMR311C	0.0440
YOL030W	0.0416
YDR183W	0.1165
YIL160C	0.0222
YPL047W	0.0241
YLL018C	0.0183
YDL085C-A	0.0823
YNL038W	0.1225
YCR019W	0.0947
YGL002W	0.0623
YKL093W	0.1305
YHL026C	0.0624
YKL065C	0.0800
YKL058W	0.0104
YHR136C	0.2758
YDR502C	0.0072
YGR145W	0.0477
YBR203W	0.0868
YGR046W	0.0439
YDR295C	0.1016
YLR058C	0.0078
YOR275C	0.1136
YDR033W	0.0332
YKL089W	0.0570
YJL183W	0.0592
YOR166C	0.1996
YLR091W	0.1745
YLR401C	0.0714
YLR439W	0.0587
YOL027C	0.0756
YER115C	0.0936
YLR398C	0.0468
YJR010C-A	0.1229
YNL077W	0.0790
YDR323C	0.0972
YPL030W	0.0279
YDR268W	0.0667
YLR370C	0.0109
YKR071C	0.1037
YNL012W	0.0687
YOL147C	0.0312
YDR513W	0.0066
YLR260W	0.0531
YBR074W	0.1220
YGR282C	0.0390
YLR291C	0.0192
YBR267W	0.0696
YGR057C	0.0396
YOL094C	0.0133
YHR047C	0.0634
YHR207C	0.0587
YIR013C	0.1787
YKL011C	0.0828
YGR120C	0.0658
YBR136W	0.0384
YCR020C	0.0328
YDR384C	0.0248
YMR225C	0.0676
YDR506C	0.2861
YPL137C	0.0733
YKL142W	0.0245
YDR099W	0.0040
YNL290W	0.0221
YGR044C	0.2418
YKL212W	0.0403
YKL015W	0.0499
YOL093W	0.0570
YOL008W	0.1265
YDL217C	0.0153
YHL034C	0.0538
YJL173C	0.0196
YPL206C	0.0536
YMR221C	0.0756
YCR091W	0.1208
YER170W	0.0968
YJL139C	0.0670
YPL140C	0.0879
YER150W	0.0896
YJR133W	0.0194
YPL046C	0.0971
YHR120W	0.0752
YLR049C	0.0664
YLR072W	0.0434
YDL052C	0.0827
YPL181W	0.1010
YBR026C	0.0564
YOR321W	0.0448
YKL204W	0.1064
YDL085W	0.0396
YLR004C	0.0250
YNL265C	0.0568
YBR282W	0.0292
YKL209C	0.1114
YNL133C	0.1412
YAL015C	0.1020
YGR014W	0.2776
YGL162W	0.1004
YDL088C	0.1489
YHR030C	0.0326
YLR244C	0.0379
YML034W	0.1783
YNL117W	0.0184
YNL073W	0.1100
YLR380W	0.0296
YPL250C	0.1628
YNL327W	0.4343
YHR049W	0.0400
YGR063C	0.1035
YNL125C	0.0642
YGR274C	0.0505
YAL028W	0.1405
YDL123W	0.0961
YHR062C	0.0615
YER041W	0.1740
YHL011C	0.0070
YOR358W	0.0731
YBR097W	0.0770
YDR353W	0.0307
YGL116W	0.0247
YOR144C	0.1508
YGL006W	0.0808
YIL155C	0.0171
YPR051W	0.0322
YPR022C	0.0565
YHR028C	0.0949
YPR063C	0.2341
YPL239W	0.0519
YBL067C	0.1382
YIL064W	0.1145
YBR058C-A	0.0100
YIL010W	0.1612
YLR433C	0.0620
YPL260W	0.0327
YHR155W	0.0651
YGL207W	0.0124
YIL024C	0.0194
YLL036C	0.1573
YJL141C	0.0437
YAL022C	0.0487
YOR231W	0.0883
YHR068W	0.0141
YER039C	0.0579
YPL002C	0.0246
YGR036C	0.0718
YLR295C	0.0822
YOR190W	0.0718
YCL024W	0.1609
YNL049C	0.0663
YKL092C	0.1191
YBR280C	0.0849
YDR007W	0.0895
YLR408C	0.1303
YLR258W	0.0121
YML069W	0.0094
YGR126W	0.0295
YDR347W	0.0501
YDR254W	0.1013
YOL002C	0.0339
YNL138W	0.0597
YGL021W	0.0569
YKL067W	0.0484
YNL214W	0.1526
YPL183C	0.0932
YHR124W	0.1339
YPL034W	0.1013
YMR259C	0.1399
YPL055C	0.1359
YDR109C	0.1748
YJR039W	0.1954
YAL026C	0.0313
YHR027C	0.0399
YGL114W	0.0247
YGR213C	0.0818
YER116C	0.1652
YOL100W	0.1018
YMR279C	0.0526
YCL011C	0.0553
YMR223W	0.0577
YNL272C	0.1503
YLR200W	0.0894
YJL043W	0.1629
YPR176C	0.0553
YGR138C	0.0112
YML035C	0.0360
YPL160W	0.0211
YML100W	0.0261
YDR288W	0.1976
YLR438C-A	0.0292
YML096W	0.1372
YMR021C	0.1093
YBR250W	0.0910
YNL315C	0.0631
YOL066C	0.0434
YPL193W	0.2066
YIR001C	0.0818
YER159C	0.1045
YGL085W	0.0722
YER096W	0.1458
YNL252C	0.0782
YBR258C	0.1607
YJL160C	0.1994
YMR060C	0.1629
YER027C	0.0513
YLR009W	0.0060
YJR138W	0.0569
YJR067C	0.0458
YKR022C	0.1794
YLR422W	0.0506
YCL055W	0.0109
YNL312W	0.0288
YBR016W	0.0320
YOR222W	0.0312
YHR126C	0.1490
YDL103C	0.0866
YNL051W	0.1146
YLR248W	0.0687
YER142C	0.0696
YGR032W	0.0214
YCL029C	0.0512
YKL002W	0.0367
YHR134W	0.1225
YER014W	0.0755
YMR224C	0.1031
YBR287W	0.0302
YEL042W	0.0845
YDR352W	0.0607
YDR410C	0.0563
YBR242W	0.0827
YDL124W	0.0682
YNL242W	0.1056
YEL051W	0.0149
YDL139C	0.1573
YNR053C	0.0858
YMR126C	0.0501
YDR072C	0.0767
YPL050C	0.0229
YOR227W	0.0847
YDR439W	0.1744
YHR003C	0.1063
YBR262C	0.1455
YBR015C	0.1113
YOR289W	0.0909
YNL087W	0.0737
YHR024C	0.0318
YNL274C	0.0577
YML109W	0.1714
YHL022C	0.1023
YPR055W	0.0501
YJR091C	0.0440
YBR003W	0.0324
YMR115W	0.0696
YJL066C	0.1120
YCL045C	0.1149
YFL010C	0.0829
YLR432W	0.0234
YMR162C	0.0610
YGL059W	0.0564
YGR098C	0.0905
YFL003C	0.0839
YJR062C	0.0935
YGL224C	0.0423
YOR260W	0.0328
YPL078C	0.0225
YGR263C	0.0897
YKL101W	0.1224
YEL020C	0.0805
YKR053C	0.1097
YBL037W	0.0355
YJL117W	0.0616
YLR315W	0.1476
YFR031C	0.0515
YER022W	0.0766
YNR051C	0.1192
YGR061C	0.0276
YMR286W	0.0380
YKL060C	0.2402
YOR304C-A	0.1172
YDR364C	0.0961
YGR093W	0.0974
YNR034W-A	0.0126
YJL193W	0.0837
YBR025C	0.0244
YGR130C	0.1086
YDR283C	0.0386
YBR152W	0.2150
YMR110C	0.0877
YBR143C	0.0040
YFR038W	0.0689
YOL021C	0.0256
YOR001W	0.1349
YGL159W	0.1846
YLL054C	0.1429
YGR083C	0.0481
YIL093C	0.1107
YKL138C	0.0281
YDL087C	0.0574
YOL063C	0.0622
YBL090W	0.0624
YKL143W	0.0477
YNR033W	0.0849
YCL016C	0.0674
YMR262W	0.1518
YGR142W	0.1371
YBR024W	0.0508
YJL168C	0.0636
YJR070C	0.0199
YPR114W	0.0404
YMR096W	0.0606
YDL121C	0.0894
YKL080W	0.0066
YFR011C	0.0757
YLR453C	0.2205
YBR118W	0.0275
YLR022C	0.0569
YNR029C	0.0653
YPL091W	0.0306
YNL308C	0.0594
YER066W	0.3087
YHR102W	0.1042
YML102W	0.0856
YER094C	0.0662
YDR232W	0.0384
YER059W	0.0655
YMR255W	0.0953
YGL011C	0.0108
YJL051W	0.1032
YJR032W	0.0829
YER127W	0.0835
YPR023C	0.0614
YKL084W	0.0854
YAL017W	0.0462
YJL030W	0.0678
YCR011C	0.0297
YBL098W	0.0935
YHR208W	0.0072
YMR188C	0.0385
YPL041C	0.1373
YPL167C	0.1375
YDR009W	0.0537
YGL142C	0.1187
YLR223C	0.0753
YBR127C	0.0153
YGR094W	0.0408
YJR132W	0.0519
YLR078C	0.0246
YHR197W	0.0909
YDR051C	0.0240
YMR004W	0.0826
YMR308C	0.0179
YGR283C	0.1383
YNL128W	0.0654
YNL168C	0.0364
YCL014W	0.1686
YJR036C	0.0858
YBL074C	0.1947
YDL230W	0.0284
YNL298W	0.0699
YDR160W	0.0474
YLR356W	0.1135
YDL079C	0.2083
YPR147C	0.0580
YDR218C	0.0804
YDR319C	0.0711
YBL081W	0.0827
YKR091W	0.1148
YOL131W	0.1341
YNL196C	0.2013
YDR390C	0.1270
YMR127C	0.0680
YGR100W	0.0260
YOR378W	0.0256
YHL020C	0.0675
YOR012W	0.0655
YBR060C	0.0745
YBL035C	0.0710
YJR137C	0.0396
YGR159C	0.0456
YOR171C	0.0806
YCR066W	0.1666
YAL033W	0.0788
YAL032C	0.0841
YPL215W	0.0539
YJR145C	0.1498
YGL036W	0.1382
YMR092C	0.0556
YML088W	0.0762
YPL224C	0.1288
YPR080W	0.0341
YGR017W	0.1026
YPL166W	0.1316
YGL095C	0.0565
YJL163C	0.0656
YBR087W	0.0430
YMR217W	0.0059
YKL085W	0.0155
YMR281W	0.1198
YGR180C	0.0196
YGR041W	0.2938
YAR003W	0.0341
YHR113W	0.0553
YHR191C	0.1244
YJR082C	0.0402
YJL161W	0.1150
YNL078W	0.1276
YKL183W	0.0763
YMR097C	0.1499
YDL157C	0.0802
YCL031C	0.0598
YER144C	0.1056
YDR371W	0.1094
YMR238W	0.0474
YMR202W	0.0378
YMR106C	0.1203
YPR079W	0.0618
YCR059C	0.0276
YER020W	0.0506
YLL031C	0.0321
YHR086W	0.0784
YGR012W	0.0589
YOR187W	0.0318
YJR022W	0.0766
YDR365C	0.0793
YDR219C	0.1495
YOL081W	0.0359
YML076C	0.0912
YDL033C	0.0830
YGL133W	0.1197
YGL067W	0.0779
YDR316W	0.0879
YOR151C	0.0046
YOR077W	0.1298
YHR108W	0.0595
YBR115C	0.0583
YOL011W	0.0504
YGR175C	0.0116
YDL153C	0.0791
YNL194C	0.0519
YKR079C	0.0604
YJL062W-A	0.0180
YMR003W	0.4152
YHR111W	0.0608
YOR296W	0.0701
YOL056W	0.0916
YGR068C	0.0646
YDR289C	0.0942
YFR015C	0.0114
YPL119C	0.0491
YDR328C	0.0096
YCR083W	0.0887
YKL205W	0.0390
YDR503C	0.0455
YDR397C	0.0915
YMR258C	0.1179
YIL127C	0.0439
YPL164C	0.1641
YDL116W	0.0721
YBR073W	0.0943
YDL120W	0.1829
YHR160C	0.2696
YHR072W-A	0.0694
YGL065C	0.0774
YOR124C	0.1065
YBR235W	0.0443
YOR119C	0.0361
YEL053C	0.0850
YGL073W	0.0776
YKR061W	0.0953
YOL098C	0.0600
YKR087C	0.0283
YLR325C	0.0891
YCR010C	0.0028
YPR133W-A	0.2320
YOL077C	0.0108
YBR279W	0.0916
YDR088C	0.1750
YNL317W	0.0154
YHR107C	0.0040
YGL083W	0.0805
YIR023W	0.0488
YIL138C	0.0198
YJL132W	0.1634
YDL235C	0.0200
YHR144C	0.0854
YDR004W	0.0796
YNL055C	0.0038
YLR381W	0.1435
YNL112W	0.2425
YMR199W	0.0405
YGL237C	0.1206
YAL053W	0.0193
YGL233W	0.0503
YOR085W	0.0498
YBR202W	0.0444
YCL035C	0.0502
YMR318C	0.0374
YNL254C	0.1964
YLR395C	0.1688
YIR011C	0.1094
YOL078W	0.0669
YJL207C	0.0682
YOR089C	0.0484
YKR002W	0.0180
YAL007C	0.0317
YJR056C	0.1134
YLR268W	0.0138
YJR143C	0.0463
YDR006C	0.0583
YJL164C	0.0576
YKL175W	0.1103
YJL185C	0.0909
YOR281C	0.0548
YOR155C	0.0155
YDR409W	0.1743
YOR250C	0.0678
YOR374W	0.0122
YFL027C	0.1018
YML118W	0.1305
YCL034W	0.0328
YGL245W	0.0141
YGR071C	0.1528
YML042W	0.0682
YLR411W	0.0234
YPL155C	0.0853
YFR046C	0.1843
YBR198C	0.0401
YNL011C	0.0397
YNL091W	0.1215
YDR489W	0.0527
YBL101C	0.0696
YCR060W	0.1280
YCR017C	0.0659
YDL101C	0.0447
YML023C	0.0772
YBR141C	0.0853
YBR068C	0.0470
YIL143C	0.0238
YOR123C	0.1015
YOL145C	0.0342
YLR205C	0.0660
YGL048C	0.0053
YOR014W	0.0429
YPR174C	0.0963
YOR237W	0.0496
YMR091C	0.0707
YLR385C	0.1320
YPL192C	0.4585
YNL279W	0.0855
YKR008W	0.0645
YLR034C	0.0278
YKL150W	0.0332
YOR159C	0.0474
YHR166C	0.0246
YMR266W	0.0526
YML017W	0.1122
YDR331W	0.0714
YDL099W	0.2723
YER018C	0.1578
YDR165W	0.1309
YMR136W	0.1397
YBR106W	0.0193
YBR249C	0.0283
YBL034C	0.0723
YDR222W	0.0401
YJR072C	0.0211
YLR266C	0.1458
YDL049C	0.0743
YJL081C	0.0451
YGR150C	0.1627
YOR054C	0.0830
YBL013W	0.1829
YDL047W	0.0058
YMR312W	0.1338
YMR181C	0.0548
YBR246W	0.0962
YNL053W	0.1126
YJL209W	0.0850
YPR001W	0.0875
YBR171W	0.0236
YNL074C	0.0999
YGR275W	0.1539
YNL167C	0.0938
YML048W	0.0376
YPL031C	0.0691
YHR192W	0.0727
YLR319C	0.0930
YBR126C	0.0056
YOR297C	0.1035
YDR153C	0.0567
YHL023C	0.0864
YDL126C	0.0034
YHR041C	0.0693
YBL055C	0.1703
YNL250W	0.0421
YDL150W	0.0753
YJL203W	0.2354
YPL098C	0.1040
YAR018C	0.0288
YGR080W	0.0971
YHR087W	0.0339
YGR076C	0.0221
YJL033W	0.0318
YMR218C	0.0869
YBL066C	0.0626
YCR084C	0.0344
YJL088W	0.0290
YGL158W	0.1841
YBL054W	0.0578
YDL174C	0.0396
YPR089W	0.0754
YER031C	0.0048
YOR164C	0.0466
YGL064C	0.0876
YBR150C	0.1044
YBL061C	0.0879
YDR332W	0.1049
YMR011W	0.0298
YCL056C	0.0706
YGR234W	0.0846
YKR003W	0.0439
YNL185C	0.0335
YBL038W	0.0611
YJR003C	0.1797
YGR112W	0.1051
YBR256C	0.0390
YNL258C	0.1071
YBL007C	0.0933
YDR188W	0.0161
YHR204W	0.1482
YBL050W	0.0311
YJL073W	0.1173
YJL097W	0.1212
YBR227C	0.0639
YMR269W	0.2102
YDR459C	0.1368
YJL124C	0.0351
YHR185C	0.0557
YGL130W	0.0278
YOR361C	0.0260
YML113W	0.1228
YDL048C	0.0489
YBR041W	0.0510
YML077W	0.0177
YJR101W	0.0608
YPL123C	0.0729
YJL174W	0.1287
YBR278W	0.1530
YAL042W	0.0695
YOR189W	0.1361
YNL314W	0.0641
YPR095C	0.1196
YNL108C	0.0726
YBR058C	0.0688
YBR071W	0.1104
YGR218W	0.0088
YGL038C	0.1124
YKL127W	0.0694
YBR200W	0.0422
YNL306W	0.1046
YPL200W	0.2415
YEL039C	0.0056
YAL020C	0.1560
YDL195W	0.0714
YDR386W	0.0868
YNL075W	0.0095
YDR190C	0.0116
YDR176W	0.0810
YOL087C	0.0755
YDR518W	0.0648
YGR216C	0.0948
YDR189W	0.0202
YDR304C	0.0637
YNL264C	0.0586
YIR008C	0.0399
YGR002C	0.0466
YPR135W	0.0738
YDL169C	0.1583
YMR290C	0.0215
YHL013C	0.0732
YML098W	0.0226
YLR250W	0.0600
YGL163C	0.0332
YDL051W	0.0284
YBR263W	0.0384
YJL070C	0.0678
YOL069W	0.0227
YPL053C	0.1067
YGR281W	0.0320
YAL016W	0.0134
YML012W	0.0612
YDR152W	0.0367
YMR105C	0.0138
YNL115C	0.0386
YGR252W	0.0349
YGL060W	0.1768
YNL014W	0.0303
YDL100C	0.0186
YDR369C	0.3301
YJR053W	0.1003
YLR207W	0.0672
YPL084W	0.0875
YOR057W	0.1909
YDR223W	0.2989
YJR009C	0.0794
YPL071C	0.1540
YML107C	0.1772
YPL020C	0.1374
YBR216C	0.1114
YDR252W	0.0502
YDR253C	0.1293
YDR167W	0.0597
YIL031W	0.1354
YBR245C	0.0375
YML021C	0.1066
YNL200C	0.0339
YDR435C	0.0966
YBR117C	0.0080
YER004W	0.0917
YOR039W	0.0133
YDR001C	0.0103
YPL125W	0.0348
YNL061W	0.0169
YKL120W	0.0231
YDR284C	0.0720
YDL239C	0.1581
YOR115C	0.0385
YLR321C	0.0353
YDR240C	0.1701
YMR030W	0.1007
YER093C-A	0.0686
YJL147C	0.1496
YDR213W	0.0463
YLL005C	0.1178
YGL185C	0.1524
YKL109W	0.0946
YPL013C	0.0789
YNL216W	0.0701
YOR002W	0.0355
YKL105C	0.2676
YOR341W	0.0221
YPR182W	0.0132
YML058W	0.0638
YIL007C	0.0485
YIL124W	0.0437
YJR103W	0.0500
YDR465C	0.0968
YDR181C	0.2065
YDR362C	0.1071
YER050C	0.0722
YPL243W	0.0753
YJR008W	0.1042
YBL033C	0.0554
YBL076C	0.0328
YLR254C	0.0723
YGL234W	0.0247
YML115C	0.0417
YKL016C	0.0392
YMR077C	0.0664
YLL039C	0.0137
YIL067C	0.0485
YLL023C	0.0595
YER024W	0.0446
YJL093C	0.0615
YKL023W	0.1889
YCR015C	0.2200
YOL047C	0.0649
YHR154W	0.1609
YBL021C	0.0067
YMR059W	0.2978
YPL230W	0.1610
YFR004W	0.0070
YEL001C	0.1258
YMR294W	0.1337
YDR339C	0.0194
YLR393W	0.1352
YER064C	0.1387
YJL069C	0.0718
YOR028C	0.0851
YER042W	0.0300
YCR054C	0.0766
YFL026W	0.0411
YHL035C	0.1637
YOR049C	0.0348
YML054C	0.0492
YPR078C	0.2442
YHR101C	0.2891
YMR150C	0.0433
YGL137W	0.0717
YEL038W	0.0898
YOR254C	0.0580
YNL222W	0.0286
YML004C	0.0671
YLR335W	0.1619
YOR353C	0.0864
YNL219C	0.0435
YCR052W	0.1070
YCR077C	0.0425
YBR114W	0.0355
YMR002W	0.0334
YNR010W	0.0685
YDR207C	0.1254
YML062C	0.1289
YKR074W	0.0695
YHR200W	0.0167
YFL047W	0.0382
YGR238C	0.2072
YKR044W	0.1144
YMR201C	0.0655
YBL043W	0.0715
YJR117W	0.0383
YML106W	0.0182
YML070W	0.0308
YDR233C	0.0610
YPL049C	0.1218
YBR098W	0.2064
YOL130W	0.0543
YGR084C	0.1128
YMR086W	0.2414
YER122C	0.0402
YKR036C	0.1736
YGR052W	0.0429
YDL173W	0.0579
YOR206W	0.0654
YPR189W	0.0662
YBR237W	0.1118
YGR174C	0.0139
YKR100C	0.1891
YAL034C	0.0478
YGL022W	0.0175
YHR046C	0.0399
YER047C	0.1136
YGL096W	0.1305
YML097C	0.0923
YKL122C	0.1348
YPL040C	0.1039
YPL158C	0.1434
YNL009W	0.0840
YKL096W-A	0.0425
YIL037C	0.2014
YJR019C	0.0138
YGR096W	0.0843
YKL146W	0.0576
YDR367W	0.0701
YDR056C	0.1114
YMR222C	0.0476
YML095C	0.1742
YPR019W	0.0314
YPL124W	0.1181
YDR122W	0.0704
YDR394W	0.0176
YIL041W	0.0100
YGR203W	0.0908
YER146W	0.0343
YPR035W	0.0187
YKL189W	0.0197
YNL127W	0.0714
YPL115C	0.0843
YMR152W	0.0719
YGR109C	0.1039
YER104W	0.1617
YJL096W	0.1150
YER101C	0.0729
YOL033W	0.1011
YHR162W	0.0118
YMR179W	0.1312
YPL021W	0.1775
YDR179C	0.1749
YOR221C	0.0420
YBR125C	0.0333
YNL173C	0.2038
YBR021W	0.0217
YAL036C	0.0105
YCL036W	0.0745
YPL219W	0.0391
YKL018W	0.0187
YCL061C	0.1701
YDR338C	0.0336
YGL078C	0.0374
YIL072W	0.0554
YPL210C	0.0798
YDR351W	0.1102
YNR026C	0.0897
YPL015C	0.1673
YBR080C	0.0088
YLR341W	0.2681
YKR067W	0.0442
YGR249W	0.0707
YFL029C	0.1002
YBR281C	0.0344
YIL153W	0.0593
YJL125C	0.0998
YPL077C	0.0411
YER070W	0.0211
YDL018C	0.0528
YHR033W	0.0292
YFR044C	0.0128
YDR443C	0.0457
YBR101C	0.0443
YGL230C	0.2559
YOR308C	0.2631
YPR057W	0.1342
YER081W	0.0112
YGR116W	0.0179
YPL204W	0.0287
YPR086W	0.0027
YJL048C	0.0643
YHR132C	0.0618
YPR143W	0.1570
YPR156C	0.0155
YIL038C	0.0536
YJR061W	0.0979
YFL045C	0.0102
YDR002W	0.0217
YPR104C	0.0987
YDR166C	0.0506
YKR099W	0.0742
YLR023C	0.0778
YHR137W	0.0466
YKL191W	0.0927
YBL024W	0.0391
YDL143W	0.0060
YKL019W	0.0725
YGR163W	0.0060
YCR045C	0.0263
YGR261C	0.0979
YKL024C	0.0445
YLL012W	0.0387
YNL313C	0.0697
YOR284W	0.1620
YPR141C	0.0709
YGR246C	0.0422
YNR017W	0.0253
YAL043C	0.0846
YEL015W	0.0403
YIR016W	0.2316
YPR003C	0.0836
YKL148C	0.0131
YNL059C	0.0423
YBR063C	0.4792
YOL142W	0.1101
YPL183W-A	0.1704
YMR131C	0.0282
YML060W	0.0955
YHL010C	0.0804
YBR185C	0.0540
YMR183C	0.0060
YIL001W	0.0876
YDR063W	0.0343
YHL031C	0.0141
YPR068C	0.1443
YJR043C	0.0934
YMR063W	0.0455
YDR078C	0.0490
YNL086W	0.0973
YLR362W	0.0502
YGR056W	0.0830
YER008C	0.0759
YBR172C	0.1431
YLR318W	0.1330
YMR036C	0.1080
YHR161C	0.0875
YDL199C	0.0601
YCL039W	0.0428
YDR146C	0.1346
